vehicle_type,payment_method,ride_distance,booking_hour,cancelled
Mini,Cash,43,11,0
Bike,Cash,31,9,0
Prime SUV,Cash,1,15,0
Prime Plus,UPI,41,10,0
Prime Plus,UPI,1,16,0
Mini,UPI,16,8,0
Bike,Cash,28,21,0
Auto,UPI,19,23,0
Mini,Cash,2,20,0
Prime Sedan,UPI,31,8,0
Mini,UPI,22,14,0
Prime Sedan,Cash,25,9,0
Prime SUV,Debit Card,39,13,0
eBike,Cash,38,15,0
Bike,UPI,34,7,0
Bike,Cash,22,1,0
Prime Plus,Cash,37,4,0
Bike,UPI,41,7,0
Prime Sedan,Cash,19,9,0
Prime SUV,UPI,32,11,0
eBike,UPI,24,21,0
eBike,UPI,49,11,0
Prime Plus,Cash,33,22,0
Prime Sedan,Cash,22,1,0
eBike,Cash,8,13,0
Prime SUV,UPI,19,18,0
Prime SUV,Cash,24,8,0
Bike,Cash,22,0,0
Mini,Cash,39,20,0
Prime SUV,Cash,27,14,0
Prime Sedan,Cash,1,14,0
Prime SUV,UPI,23,9,0
Prime SUV,UPI,16,0,0
Prime Sedan,UPI,6,15,0
Bike,Cash,34,0,0
Prime Plus,Cash,38,4,0
eBike,Cash,49,17,0
Bike,Cash,41,3,0
Mini,Cash,17,20,0
Bike,UPI,2,11,0
Auto,Cash,3,4,0
Bike,UPI,43,18,0
eBike,Cash,31,17,0
Prime SUV,Cash,18,2,0
Auto,Cash,5,16,0
Bike,UPI,32,7,0
Prime SUV,Cash,25,18,0
Prime Sedan,Cash,46,8,0
Bike,UPI,33,2,0
Auto,Credit Card,11,5,0
Prime Plus,UPI,36,6,0
Prime Plus,UPI,42,5,0
eBike,UPI,4,17,0
Prime Sedan,Cash,14,10,0
Bike,UPI,41,17,0
Bike,UPI,39,1,0
Prime Sedan,Cash,3,13,0
eBike,Cash,46,5,0
eBike,Cash,28,17,0
Prime Plus,Cash,10,21,0
Prime SUV,Cash,29,7,0
eBike,Cash,12,21,0
Auto,Cash,5,13,0
Auto,Cash,9,14,0
Prime Plus,UPI,38,8,0
Mini,Cash,44,23,0
eBike,UPI,44,3,0
Prime SUV,UPI,24,15,0
eBike,UPI,44,8,0
Mini,Cash,32,0,0
Bike,Cash,29,20,0
Prime Sedan,Cash,49,14,0
Prime Sedan,UPI,22,11,0
Prime SUV,Credit Card,32,13,0
Prime SUV,UPI,20,16,0
Bike,Credit Card,6,14,0
Bike,Cash,15,6,0
Prime Sedan,UPI,19,15,0
Prime Sedan,UPI,25,19,0
Prime Sedan,UPI,2,15,0
eBike,Cash,9,17,0
Prime Sedan,Credit Card,7,19,0
Bike,UPI,42,19,0
Prime Sedan,Cash,46,12,0
Prime Sedan,Cash,29,14,0
Mini,UPI,12,21,0
Prime Sedan,UPI,10,22,0
Mini,UPI,10,2,0
Bike,UPI,37,11,0
Auto,Cash,6,21,0
Prime SUV,Cash,21,22,0
Mini,Cash,15,8,0
Prime Plus,Cash,5,7,0
Prime Sedan,UPI,43,12,0
Auto,Cash,8,4,0
Prime SUV,UPI,35,4,0
Bike,Cash,9,15,0
eBike,Cash,27,2,0
Auto,Cash,16,11,0
Prime Plus,UPI,36,11,0
eBike,UPI,39,15,0
Auto,Cash,4,15,0
Mini,UPI,45,9,0
Bike,UPI,49,19,0
Auto,Cash,6,13,0
eBike,Cash,28,9,0
Mini,Cash,13,0,0
eBike,Cash,21,15,0
Prime Sedan,Cash,44,14,0
Prime Plus,Cash,21,5,0
eBike,Cash,18,9,0
Auto,Credit Card,13,8,0
Prime Plus,Credit Card,45,6,0
Prime SUV,Cash,4,17,0
Prime Sedan,Cash,32,12,0
Mini,Cash,23,1,0
Bike,Cash,37,10,0
Prime SUV,Cash,20,21,0
Auto,Cash,8,12,0
Prime SUV,UPI,29,0,0
Bike,Cash,40,9,0
Prime Plus,UPI,17,8,0
Prime SUV,UPI,29,20,0
Bike,Cash,7,1,0
Prime Sedan,UPI,21,11,0
Bike,Cash,46,16,0
Prime Plus,UPI,40,7,0
eBike,Cash,10,5,0
eBike,UPI,7,14,0
Mini,Cash,6,6,0
eBike,Cash,31,1,0
Mini,UPI,27,18,0
Prime SUV,Cash,26,6,0
Bike,Cash,22,16,0
Bike,UPI,42,13,0
Prime Plus,Cash,42,4,0
eBike,Cash,45,3,0
Prime SUV,Cash,28,2,0
Auto,UPI,12,13,0
Prime SUV,Cash,27,1,0
Auto,UPI,18,17,0
Mini,Cash,1,12,0
Prime Sedan,UPI,22,19,0
Prime Sedan,UPI,20,1,0
Auto,UPI,19,21,0
Prime SUV,UPI,34,3,0
Prime SUV,Cash,5,0,0
Prime SUV,Cash,32,1,0
eBike,Cash,11,19,0
Bike,Cash,44,16,0
Prime Sedan,UPI,22,22,0
Mini,Cash,32,3,0
eBike,UPI,45,13,0
Auto,Cash,15,4,0
Auto,UPI,11,17,0
Prime Sedan,UPI,9,17,0
Prime SUV,Cash,44,18,0
Prime SUV,Cash,18,21,0
eBike,Credit Card,10,18,0
Auto,UPI,5,9,0
Bike,Cash,27,6,0
Prime Plus,Cash,30,22,0
Bike,UPI,13,16,0
Prime Sedan,Cash,29,5,0
Prime Sedan,Cash,44,7,0
eBike,UPI,3,5,0
Prime SUV,UPI,36,15,0
Prime SUV,UPI,45,13,0
Prime SUV,Cash,30,9,0
Prime SUV,Cash,20,3,0
Bike,Cash,44,8,0
Auto,UPI,16,3,0
Bike,Cash,6,7,0
Prime SUV,Cash,18,13,0
Prime Plus,Credit Card,46,2,0
Bike,Cash,41,6,0
Prime Plus,Cash,31,23,0
Auto,Cash,11,10,0
Prime Plus,Cash,47,9,0
Auto,Cash,11,13,0
Prime Plus,UPI,21,10,0
Prime Sedan,UPI,37,1,0
eBike,UPI,41,11,0
Prime SUV,Cash,1,11,0
Auto,Cash,14,10,0
Prime Plus,UPI,19,3,0
Prime SUV,Cash,11,22,0
Prime Sedan,UPI,31,18,0
Auto,Credit Card,17,13,0
eBike,Cash,9,11,0
Prime Plus,Cash,35,14,0
eBike,UPI,30,1,0
Prime SUV,UPI,19,19,0
Mini,Cash,34,18,0
Bike,UPI,11,14,0
eBike,Cash,33,7,0
Prime SUV,Cash,33,12,0
Prime SUV,Cash,5,6,0
Mini,UPI,36,2,0
Bike,Credit Card,22,3,0
Prime Plus,UPI,45,1,0
Prime SUV,UPI,40,13,0
Prime SUV,Cash,20,13,0
Mini,Cash,38,6,0
eBike,UPI,35,12,0
eBike,UPI,8,23,0
Prime Plus,Cash,33,7,0
eBike,UPI,29,13,0
Mini,UPI,38,15,0
Prime SUV,UPI,26,8,0
Prime SUV,UPI,43,2,0
Mini,UPI,38,4,0
Prime Plus,UPI,22,1,0
Prime SUV,Debit Card,5,2,0
Auto,UPI,8,2,0
Bike,Cash,42,23,0
Mini,UPI,6,19,0
Auto,Cash,1,2,0
Prime SUV,UPI,21,6,0
Prime SUV,UPI,2,13,0
Prime SUV,Cash,17,1,0
Auto,Cash,9,17,0
Prime Sedan,Cash,47,13,0
Prime Plus,Cash,9,19,0
Bike,UPI,14,16,0
eBike,UPI,18,23,0
Prime Sedan,Cash,7,13,0
Prime Sedan,Cash,19,5,0
Prime Sedan,Cash,43,19,0
Bike,Cash,32,10,0
Prime SUV,Cash,47,6,0
Prime SUV,Cash,29,16,0
Prime SUV,UPI,33,1,0
eBike,Cash,35,2,0
eBike,Cash,16,12,0
Prime Plus,Cash,30,1,0
eBike,UPI,28,15,0
Prime Plus,Cash,3,6,0
Auto,Cash,18,17,0
Prime Plus,UPI,12,18,0
Prime SUV,Cash,27,21,0
Auto,UPI,7,13,0
Prime SUV,Cash,9,15,0
Auto,Cash,3,18,0
Auto,UPI,7,0,0
Prime Plus,Cash,20,2,0
Mini,Cash,28,23,0
eBike,UPI,47,10,0
Auto,Cash,18,16,0
Prime Sedan,UPI,27,18,0
Mini,Cash,2,0,0
Prime Sedan,UPI,40,0,0
Auto,Cash,12,22,0
Prime Sedan,UPI,48,6,0
Bike,Cash,10,6,0
eBike,Cash,45,2,0
Mini,UPI,29,3,0
Mini,Cash,29,9,0
Auto,UPI,17,12,0
Prime Sedan,UPI,11,10,0
Prime SUV,UPI,48,23,0
Prime Plus,Cash,4,15,0
eBike,UPI,41,10,0
Auto,Cash,10,14,0
Auto,Cash,16,6,0
Prime Sedan,UPI,30,6,0
Mini,UPI,33,15,0
Auto,UPI,18,16,0
Mini,Cash,31,3,0
Prime Sedan,Debit Card,23,9,0
eBike,UPI,6,11,0
Prime Plus,Cash,29,8,0
Prime Plus,Cash,7,7,0
Prime SUV,Cash,1,5,0
Bike,UPI,12,17,0
eBike,UPI,6,21,0
Prime SUV,Cash,26,12,0
Prime Sedan,Cash,22,8,0
Bike,UPI,26,17,0
Mini,UPI,45,4,0
Prime Plus,Cash,35,18,0
Prime Sedan,Cash,43,13,0
eBike,Cash,32,23,0
Prime SUV,Cash,12,21,0
Auto,UPI,16,5,0
Prime Plus,Cash,5,1,0
Prime Sedan,UPI,36,23,0
Prime Sedan,Cash,21,22,0
Prime Plus,Cash,6,6,0
eBike,Cash,33,23,0
Mini,UPI,35,10,0
eBike,Cash,48,3,0
Prime Sedan,Cash,15,16,0
Prime Plus,UPI,29,7,0
Prime SUV,Cash,48,17,0
Prime Sedan,UPI,37,4,0
Prime Plus,Cash,13,10,0
Prime Plus,Cash,4,13,0
Bike,Cash,20,8,0
Bike,Cash,37,6,0
Mini,UPI,13,12,0
Bike,Cash,14,23,0
Mini,Cash,3,22,0
Auto,UPI,4,20,0
eBike,Cash,29,18,0
Bike,Cash,18,5,0
Prime SUV,Cash,27,9,0
Mini,Cash,26,16,0
Bike,Cash,47,9,0
Auto,Debit Card,9,12,0
Prime Plus,Cash,29,15,0
Prime Plus,Cash,2,6,0
Bike,UPI,16,17,0
Prime Sedan,UPI,42,17,0
eBike,UPI,3,0,0
Prime Sedan,UPI,13,0,0
Bike,Cash,9,0,0
Prime SUV,Cash,9,14,0
Bike,Cash,26,14,0
Prime SUV,Debit Card,34,21,0
Prime Plus,Cash,34,1,0
Prime SUV,Cash,4,4,0
Prime SUV,UPI,49,9,0
Prime SUV,Cash,32,16,0
Prime SUV,Cash,23,16,0
eBike,UPI,11,4,0
Prime Sedan,UPI,34,4,0
Prime Sedan,UPI,37,20,0
Prime Plus,Cash,12,12,0
Prime Sedan,UPI,12,5,0
Prime Sedan,UPI,4,19,0
Mini,Cash,34,23,0
Prime SUV,Cash,49,16,0
Bike,Cash,47,13,0
Bike,Cash,29,3,0
eBike,Cash,42,0,0
Prime SUV,Cash,8,8,0
Prime Sedan,Credit Card,3,22,0
Mini,UPI,38,22,0
Auto,Cash,2,6,0
Prime Sedan,Cash,26,18,0
Auto,UPI,10,1,0
Prime Sedan,Cash,27,8,0
Prime Plus,Cash,31,4,0
Prime SUV,UPI,28,1,0
Bike,UPI,36,17,0
Mini,UPI,10,16,0
Prime SUV,Cash,27,3,0
Auto,Cash,4,5,0
Prime Sedan,Cash,29,10,0
Prime Sedan,Cash,6,18,0
eBike,UPI,43,15,0
eBike,UPI,7,10,0
Prime Sedan,UPI,5,13,0
Auto,Debit Card,15,1,0
Auto,Cash,2,1,0
Mini,Cash,16,12,0
Prime Plus,UPI,47,13,0
eBike,UPI,22,1,0
eBike,Cash,21,14,0
Prime Sedan,Cash,26,1,0
Prime Sedan,Cash,46,13,0
Mini,Cash,21,10,0
Bike,Cash,39,5,0
Mini,Cash,45,14,0
Mini,Cash,1,8,0
eBike,Cash,42,2,0
Mini,Cash,18,17,0
Prime Plus,Cash,43,14,0
Auto,UPI,8,10,0
Auto,Cash,15,11,0
Auto,UPI,14,3,0
Prime SUV,Cash,33,15,0
eBike,Credit Card,31,0,0
Prime Sedan,UPI,2,12,0
eBike,Credit Card,1,21,0
Prime Plus,UPI,28,0,0
Prime SUV,UPI,43,23,0
eBike,Cash,31,18,0
Prime Plus,Cash,21,11,0
Prime Sedan,Cash,11,9,0
eBike,Cash,32,15,0
eBike,Cash,45,10,0
Prime Sedan,Cash,21,21,0
eBike,Cash,18,20,0
Prime SUV,Cash,7,0,0
Prime SUV,UPI,49,1,0
Prime SUV,UPI,42,4,0
eBike,UPI,1,0,0
Auto,UPI,4,11,0
Mini,Cash,20,0,0
Mini,Cash,48,9,0
Prime SUV,Cash,30,6,0
Prime SUV,Cash,9,2,0
eBike,UPI,27,3,0
Bike,UPI,42,3,0
Auto,UPI,11,4,0
Prime Plus,Cash,25,3,0
Auto,Cash,3,7,0
Mini,Cash,43,19,0
Auto,UPI,7,5,0
Bike,Cash,27,22,0
Prime Sedan,UPI,12,11,0
eBike,Cash,29,14,0
eBike,UPI,24,5,0
Mini,Cash,28,9,0
Prime Plus,UPI,1,5,0
eBike,Cash,27,15,0
Auto,Cash,18,7,0
Prime SUV,Cash,49,14,0
Auto,Cash,15,16,0
Auto,UPI,12,5,0
Bike,UPI,6,1,0
Prime Plus,Cash,41,10,0
Auto,UPI,19,7,0
Prime Sedan,UPI,24,18,0
Prime Sedan,Cash,26,21,0
Bike,UPI,19,6,0
Prime Plus,UPI,41,14,0
Prime Plus,UPI,24,5,0
Prime SUV,Cash,21,4,0
Prime Sedan,Cash,48,17,0
Prime Sedan,Cash,27,6,0
eBike,UPI,25,12,0
Mini,Cash,39,10,0
Mini,UPI,7,10,0
Auto,Cash,14,7,0
eBike,Cash,14,23,0
Prime SUV,Cash,40,12,0
Mini,Cash,48,13,0
Mini,UPI,18,17,0
eBike,UPI,40,6,0
Prime Plus,Cash,23,14,0
eBike,UPI,32,18,0
Auto,Cash,13,17,0
eBike,UPI,31,16,0
Mini,Cash,11,3,0
Bike,Cash,26,4,0
Auto,UPI,4,2,0
Mini,UPI,44,20,0
Auto,Cash,4,17,0
Auto,Debit Card,11,2,0
Prime Sedan,Cash,35,15,0
Mini,UPI,3,17,0
Bike,UPI,21,19,0
Auto,Cash,16,5,0
Prime Sedan,Cash,21,2,0
eBike,UPI,44,4,0
Mini,Cash,36,19,0
eBike,Cash,43,17,0
Prime SUV,Cash,47,7,0
Prime Plus,UPI,14,16,0
Prime SUV,Cash,13,8,0
Prime Plus,Cash,12,6,0
Bike,UPI,19,8,0
Prime Sedan,Cash,35,16,0
Auto,UPI,7,16,0
Prime SUV,UPI,27,14,0
Mini,Cash,7,12,0
Bike,Credit Card,41,3,0
Prime Plus,Cash,3,16,0
Prime SUV,UPI,47,13,0
Auto,UPI,4,23,0
Prime Sedan,UPI,10,16,0
eBike,UPI,48,19,0
Auto,UPI,1,5,0
Mini,Cash,35,20,0
Prime Plus,UPI,8,13,0
Mini,Cash,12,1,0
Prime Plus,Cash,12,3,0
Prime Plus,Cash,40,3,0
Prime SUV,Cash,49,7,0
Prime Sedan,UPI,37,1,0
eBike,Cash,31,23,0
Auto,UPI,19,22,0
Mini,UPI,10,4,0
eBike,Cash,15,18,0
Prime Sedan,UPI,45,1,0
Prime SUV,UPI,3,23,0
Prime SUV,UPI,29,7,0
Prime SUV,Cash,8,17,0
Prime Plus,Cash,41,16,0
eBike,Cash,47,0,0
Prime Plus,UPI,23,22,0
Prime Sedan,UPI,41,10,0
Prime Plus,Cash,21,4,0
eBike,Cash,15,9,0
Bike,Cash,43,1,0
Bike,Credit Card,32,4,0
Prime SUV,Cash,4,22,0
Mini,Cash,13,0,0
eBike,UPI,16,6,0
eBike,Cash,4,20,0
Mini,UPI,22,18,0
eBike,Cash,17,23,0
Bike,Cash,10,7,0
Bike,Cash,16,0,0
Auto,Cash,4,6,0
Bike,UPI,24,15,0
Mini,Cash,7,7,0
Prime Sedan,UPI,5,10,0
eBike,Cash,22,22,0
Mini,Credit Card,47,17,0
Prime Plus,Cash,4,17,0
Prime Plus,UPI,32,2,0
Prime SUV,Cash,34,1,0
Prime SUV,UPI,43,21,0
Auto,UPI,6,2,0
Auto,UPI,1,0,0
Auto,Cash,11,12,0
Prime Plus,Cash,30,16,0
Mini,Cash,11,21,0
Auto,Cash,2,3,0
Auto,Cash,6,16,0
Prime Plus,Cash,46,23,0
Bike,UPI,10,17,0
Mini,Cash,30,11,0
Auto,Credit Card,3,16,0
Auto,Cash,15,5,0
Prime Plus,UPI,49,9,0
Bike,Cash,37,10,0
Mini,UPI,43,10,0
Mini,Cash,5,19,0
Prime Plus,UPI,2,2,0
Auto,Cash,2,10,0
Prime SUV,Cash,49,22,0
Prime Plus,Cash,45,13,0
Auto,UPI,12,5,0
Auto,Cash,3,17,0
Bike,UPI,6,9,0
eBike,Cash,34,12,0
Bike,UPI,14,12,0
eBike,Cash,37,19,0
Auto,Cash,16,1,0
Bike,Cash,44,2,0
Prime Sedan,Cash,47,10,0
Mini,UPI,16,13,0
Prime Plus,Cash,35,10,0
Bike,Cash,45,17,0
Prime SUV,UPI,33,21,0
Prime SUV,UPI,7,1,0
Mini,UPI,25,18,0
Prime Sedan,Cash,44,14,0
Prime SUV,Cash,20,5,0
Bike,Cash,45,5,0
eBike,Cash,41,9,0
Mini,UPI,14,13,0
Prime Sedan,Cash,12,7,0
Prime SUV,UPI,6,4,0
Prime SUV,Cash,5,9,0
Mini,UPI,1,12,0
eBike,Cash,22,14,0
eBike,Cash,23,15,0
Prime Plus,UPI,15,4,0
Auto,Cash,6,22,0
Prime Sedan,Cash,16,9,0
Prime Sedan,UPI,48,8,0
Auto,UPI,7,18,0
Prime SUV,UPI,37,0,0
Auto,Cash,10,15,0
Auto,Cash,4,18,0
Mini,UPI,47,18,0
Prime SUV,UPI,22,14,0
eBike,Cash,7,10,0
Prime Plus,UPI,35,9,0
eBike,UPI,23,11,0
Mini,Cash,29,22,0
Prime Sedan,UPI,24,7,0
Bike,Cash,26,21,0
Prime Sedan,UPI,46,22,0
Prime Sedan,Cash,11,3,0
Prime Sedan,Cash,8,8,0
eBike,UPI,31,18,0
Bike,Cash,45,5,0
Mini,Cash,5,5,0
Auto,Cash,5,19,0
Auto,UPI,12,22,0
Prime SUV,UPI,47,4,0
Mini,UPI,4,8,0
eBike,Cash,12,12,0
Bike,Cash,36,14,0
Mini,Cash,12,17,0
Prime SUV,UPI,30,0,0
eBike,Cash,3,13,0
Auto,Cash,15,11,0
Bike,UPI,11,14,0
Auto,Cash,10,14,0
Prime Sedan,UPI,1,15,0
Prime Sedan,UPI,19,22,0
Bike,Cash,40,18,0
Mini,UPI,46,19,0
Prime Plus,UPI,10,5,0
Prime Sedan,Cash,33,8,0
Bike,UPI,34,14,0
Auto,UPI,1,1,0
Mini,Cash,28,13,0
Bike,UPI,41,6,0
Bike,UPI,13,21,0
Auto,UPI,16,6,0
Prime SUV,Cash,18,10,0
Bike,Cash,12,11,0
Bike,Cash,25,20,0
eBike,Cash,31,1,0
Prime Sedan,UPI,25,20,0
eBike,Cash,44,22,0
Prime SUV,Cash,8,7,0
Prime Plus,Cash,47,19,0
Prime Sedan,Cash,1,12,0
Prime Sedan,UPI,14,4,0
Prime Sedan,Cash,11,10,0
Auto,UPI,3,6,0
Auto,Cash,17,22,0
Prime Plus,Cash,43,15,0
Prime Plus,Cash,3,6,0
Prime SUV,Cash,8,14,0
Prime SUV,UPI,47,7,0
Prime Sedan,UPI,43,0,0
Prime Sedan,Cash,34,18,0
Mini,Cash,34,4,0
Prime Plus,Cash,21,22,0
Mini,UPI,14,20,0
Prime Sedan,Cash,21,3,0
eBike,UPI,23,8,0
eBike,Cash,4,18,0
eBike,Cash,15,9,0
Prime SUV,Cash,4,20,0
Auto,Cash,2,20,0
eBike,Cash,9,20,0
Prime Plus,Cash,48,7,0
Prime Sedan,UPI,9,15,0
Prime SUV,Cash,11,23,0
Auto,Cash,4,17,0
Auto,UPI,12,8,0
Prime Sedan,UPI,44,3,0
Prime SUV,Credit Card,9,2,0
eBike,Cash,15,10,0
Bike,UPI,6,18,0
Prime Sedan,UPI,6,17,0
Prime SUV,Cash,10,6,0
Prime Sedan,UPI,45,21,0
Mini,UPI,6,22,0
Prime SUV,Cash,29,22,0
Prime Sedan,Cash,2,11,0
Prime SUV,UPI,44,0,0
eBike,Cash,38,1,0
Prime SUV,Debit Card,41,20,0
Mini,Cash,1,7,0
Prime Sedan,Cash,11,20,0
Prime Plus,Cash,29,13,0
Bike,Cash,28,22,0
Mini,Cash,34,7,0
Prime Sedan,Credit Card,46,4,0
Prime SUV,Cash,11,13,0
eBike,Cash,7,9,0
Prime Sedan,UPI,43,15,0
Mini,Cash,22,18,0
eBike,Cash,49,19,0
Prime Sedan,Cash,25,22,0
Bike,UPI,12,6,0
Mini,UPI,45,20,0
eBike,Cash,16,2,0
Prime Plus,Cash,28,20,0
Prime Sedan,Cash,40,23,0
eBike,UPI,35,23,0
Bike,UPI,21,21,0
Auto,UPI,11,14,0
Prime Sedan,UPI,29,8,0
Auto,Cash,4,8,0
Prime Plus,Cash,8,15,0
Mini,Cash,3,1,0
Auto,Cash,10,8,0
Prime SUV,UPI,27,13,0
Prime SUV,Cash,20,6,0
eBike,Cash,47,10,0
Mini,Cash,45,17,0
Prime SUV,UPI,8,22,0
Prime SUV,UPI,38,18,0
Bike,Cash,30,6,0
Prime SUV,Cash,18,4,0
Prime SUV,UPI,49,13,0
Prime Plus,UPI,22,21,0
eBike,Cash,47,1,0
Prime Plus,Cash,36,21,0
Bike,UPI,20,10,0
Prime Plus,Credit Card,3,2,0
Auto,Cash,14,8,0
Auto,Cash,9,8,0
eBike,Cash,39,9,0
Bike,UPI,26,3,0
Bike,UPI,6,10,0
Prime Plus,Cash,1,14,0
Mini,UPI,15,6,0
Mini,UPI,11,23,0
Prime Sedan,Credit Card,36,21,0
Prime Sedan,UPI,30,8,0
Prime Plus,UPI,7,4,0
Auto,UPI,5,21,0
Prime Sedan,Credit Card,20,13,0
eBike,Cash,4,23,0
Mini,Cash,5,17,0
Prime SUV,Cash,13,6,0
Prime SUV,Cash,20,3,0
Auto,Cash,5,16,0
Bike,Cash,15,14,0
eBike,Cash,38,10,0
Bike,Cash,38,20,0
Bike,UPI,34,17,0
eBike,UPI,3,0,0
Bike,UPI,11,7,0
Prime SUV,Cash,49,20,0
Auto,UPI,5,10,0
Auto,UPI,16,12,0
Mini,UPI,44,10,0
Prime Sedan,Cash,41,16,0
Bike,Cash,48,12,0
Mini,Cash,49,21,0
Auto,Cash,5,7,0
Prime Plus,Cash,32,6,0
eBike,Cash,12,1,0
Bike,Cash,15,7,0
Prime SUV,Cash,48,11,0
Mini,Cash,1,6,0
Auto,Cash,3,5,0
Mini,UPI,24,4,0
eBike,UPI,31,2,0
Mini,UPI,41,13,0
Prime Sedan,UPI,44,17,0
Bike,Credit Card,22,3,0
Prime SUV,Cash,19,6,0
Prime SUV,Cash,46,23,0
Prime Plus,Cash,25,20,0
Bike,Cash,13,21,0
Mini,Cash,23,10,0
Bike,Credit Card,35,8,0
Mini,Cash,11,11,0
Bike,Credit Card,12,5,0
Mini,Cash,20,12,0
Prime SUV,UPI,20,23,0
Mini,Cash,15,3,0
Mini,UPI,10,16,0
Mini,Cash,1,16,0
Bike,Cash,10,18,0
Auto,UPI,13,5,0
eBike,Cash,46,13,0
Prime Plus,Cash,49,7,0
Prime Sedan,Cash,13,11,0
Prime Plus,Cash,43,6,0
Bike,UPI,26,5,0
Bike,UPI,21,15,0
Prime Plus,UPI,17,23,0
Mini,UPI,38,0,0
eBike,Cash,21,3,0
Prime SUV,UPI,29,1,0
Mini,UPI,23,18,0
Prime Sedan,Cash,43,18,0
Bike,UPI,26,7,0
Mini,UPI,45,12,0
Mini,UPI,40,21,0
Prime SUV,UPI,13,5,0
Prime Plus,Credit Card,33,4,0
eBike,UPI,33,11,0
Auto,Cash,3,20,0
Prime Plus,Cash,37,11,0
Mini,Cash,17,21,0
Bike,Cash,21,15,0
Auto,Cash,9,10,0
eBike,Cash,35,21,0
Auto,UPI,11,13,0
eBike,UPI,26,13,0
Prime Sedan,UPI,28,20,0
Auto,UPI,16,17,0
Bike,Cash,3,11,0
Bike,Cash,23,0,0
Prime Plus,Cash,27,0,0
Bike,UPI,1,17,0
Prime Plus,Cash,23,17,0
eBike,Cash,37,16,0
Prime SUV,UPI,44,3,0
Auto,UPI,17,8,0
eBike,Credit Card,1,14,0
Mini,Cash,29,2,0
Bike,UPI,43,13,0
Prime Plus,Cash,5,23,0
Prime Sedan,Cash,39,11,0
Mini,UPI,43,9,0
eBike,UPI,35,12,0
Auto,UPI,1,18,0
Prime SUV,Cash,2,14,0
Prime Sedan,UPI,4,23,0
Prime Plus,Cash,45,14,0
Auto,UPI,19,10,0
Bike,Cash,5,15,0
Prime SUV,UPI,8,2,0
Auto,Cash,10,15,0
eBike,UPI,43,4,0
Bike,Debit Card,16,20,0
Auto,UPI,19,23,0
Prime Plus,UPI,36,16,0
Prime Sedan,Cash,3,11,0
Prime Sedan,Cash,14,22,0
Auto,Cash,18,17,0
Mini,UPI,6,22,0
eBike,Cash,28,11,0
Prime Plus,UPI,43,6,0
Bike,UPI,8,21,0
Prime Sedan,Cash,5,4,0
Prime SUV,Cash,34,7,0
Bike,Cash,14,9,0
Auto,Cash,3,7,0
Prime Plus,UPI,37,4,0
Bike,Cash,5,12,0
Prime Plus,Cash,17,1,0
Mini,Cash,21,4,0
Prime Plus,Cash,42,21,0
Prime Plus,UPI,7,23,0
Auto,UPI,10,20,0
Prime Plus,UPI,6,4,0
Prime Plus,UPI,38,18,0
Prime Sedan,UPI,17,8,0
Mini,UPI,1,8,0
Prime SUV,UPI,48,12,0
Auto,UPI,10,1,0
Prime Plus,Cash,39,1,0
Prime SUV,UPI,26,3,0
Mini,Cash,42,6,0
Prime SUV,Cash,47,18,0
Mini,UPI,16,5,0
Prime Sedan,UPI,45,22,0
Mini,UPI,47,2,0
Auto,UPI,9,15,0
Bike,Cash,20,12,0
Prime Sedan,UPI,14,21,0
Bike,Cash,40,13,0
Auto,UPI,17,5,0
Prime Plus,Cash,5,10,0
Prime Sedan,Cash,44,15,0
eBike,UPI,19,7,0
eBike,Cash,30,1,0
Auto,Cash,10,9,0
Prime Plus,Cash,7,13,0
Prime Sedan,Cash,27,5,0
Mini,UPI,47,18,0
Mini,Cash,40,6,0
eBike,UPI,19,7,0
Mini,UPI,22,2,0
Auto,Cash,19,19,0
Prime Sedan,Cash,43,6,0
Bike,UPI,37,12,0
Mini,Cash,45,6,0
eBike,Cash,17,6,0
Prime Sedan,UPI,29,10,0
Prime SUV,UPI,12,10,0
Prime SUV,UPI,30,15,0
Bike,Cash,14,3,0
Auto,UPI,19,16,0
Mini,Cash,44,22,0
Mini,Credit Card,48,2,0
eBike,UPI,3,16,0
Auto,Cash,3,20,0
eBike,Cash,35,19,0
Mini,UPI,45,7,0
Auto,Cash,9,1,0
eBike,Cash,31,22,0
Prime Plus,Cash,44,6,0
Prime Plus,Cash,4,17,0
Prime Plus,Cash,32,13,0
Bike,Cash,18,22,0
Prime Plus,UPI,21,13,0
eBike,UPI,25,0,0
Prime Sedan,Cash,24,9,0
Prime Plus,UPI,34,7,0
Bike,Cash,27,10,0
Prime Plus,UPI,14,15,0
Bike,UPI,38,20,0
Mini,Cash,49,23,0
Auto,Cash,7,9,0
eBike,Cash,27,4,0
Prime SUV,Cash,21,9,0
Prime Sedan,Cash,25,12,0
eBike,Cash,21,23,0
Auto,Cash,8,20,0
Auto,Cash,5,10,0
Mini,Cash,19,0,0
Prime Plus,Cash,31,13,0
Auto,UPI,12,20,0
Prime Plus,Cash,29,6,0
Mini,UPI,8,1,0
Prime Sedan,Cash,2,8,0
Prime Sedan,Cash,18,4,0
Auto,Cash,6,18,0
Prime SUV,UPI,14,8,0
Mini,Cash,5,16,0
Bike,UPI,44,1,0
Mini,Cash,5,9,0
Mini,Cash,42,23,0
Bike,UPI,39,1,0
Prime SUV,UPI,20,16,0
eBike,Credit Card,38,2,0
eBike,UPI,48,18,0
eBike,UPI,45,5,0
